compliance_id,mine_id,compliance_code,category,authority,regulation_name,requirement,applicability,frequency,issue_date,due_date,expiry_date,responsible_officer_role,status,priority,evidence_required,source_rule_reference,data_source,data_note
CMP-M011-002,M011,SAF-02,Safety,DGMS,"Mines Vocational Training Rules, 1966",Vocational/refresher training validity,ALL,MONTHLY,2025-09-15,2026-10-24,2027-07-09,Training Officer,COMPLIANT,MEDIUM,Training certificates,"Mines Vocational Training Rules, 1966 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-003,M011,SAF-03,Safety,DGMS,"Mines Rescue Rules, 1985",Emergency/rescue preparedness review,"UNDERGROUND,MIXED",QUARTERLY,2026-04-20,2026-12-15,2027-05-17,Safety Officer,COMPLIANT,LOW,Mock drill/rescue records,"Mines Rescue Rules, 1985 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-004,M011,SAF-04,Safety,DGMS,"Coal Mines Regulations, 2017",Ventilation and mine-air monitoring review,"UNDERGROUND,MIXED",WEEKLY,2025-07-10,2027-01-07,2027-03-09,Ventilation Officer,COMPLIANT,LOW,Gas/ventilation records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-005,M011,SAF-05,Safety,DGMS,"Coal Mines Regulations, 2017",Strata/roof support inspection,"UNDERGROUND,MIXED",WEEKLY,2025-11-21,2026-09-08,2027-01-18,Safety Officer,DUE_SOON,MEDIUM,Strata evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-006,M011,SAF-06,Safety,DGMS,"Coal Mines Regulations, 2017",Slope/dump/highwall safety inspection,"OPENCAST,MIXED",WEEKLY,2026-05-22,2026-12-21,2027-06-02,Safety Officer,COMPLIANT,MEDIUM,Geotechnical evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-007,M011,ENV-01,Environment,MoEFCC/PARIVESH,Environmental Clearance Conditions,Environmental clearance condition compliance,ALL,HALF_YEARLY,2025-06-25,2026-09-15,2026-09-15,Environment Officer,DUE_SOON,MEDIUM,EC compliance report,Environmental Clearance Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-008,M011,ENV-02,Environment,State Pollution Control Board,Consent to Operate Conditions,Consent to Operate validity/conditions,ALL,ANNUAL,2025-07-19,2026-10-23,2027-03-03,Environment Officer,COMPLIANT,LOW,CTO certificate,Consent to Operate Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-009,M011,ENV-03,Environment,State Pollution Control Board,Environmental Monitoring Programme,Ambient air quality monitoring,ALL,FORTNIGHTLY,2025-12-18,2026-11-25,2027-08-28,Environment Officer,COMPLIANT,MEDIUM,Air monitoring report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-010,M011,ENV-04,Environment,State Pollution Control Board,Environmental Monitoring Programme,Mine-water quality monitoring,ALL,FORTNIGHTLY,2025-06-25,2027-02-09,2027-07-11,Environment Officer,COMPLIANT,LOW,Water analysis report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-011,M011,LAB-01,Labour,DGMS / Labour Compliance,Mine Worker Fitness & Welfare Requirements,Worker fitness validity review,ALL,MONTHLY,2026-03-20,2026-09-14,2026-09-23,HR Officer,DUE_SOON,HIGH,Fitness validity record,Mine Worker Fitness & Welfare Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-012,M011,LAB-02,Labour,DGMS / Labour Compliance,Training & Competency Requirements,Worker competency/certificate validity,ALL,MONTHLY,2025-07-09,2027-02-07,2026-12-05,HR Officer,COMPLIANT,MEDIUM,Competency certificate,Training & Competency Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-013,M011,CON-01,Contractor,Mine Management,Contractor Safety Management,Contractor training/PPE/licence compliance,ALL,MONTHLY,2026-06-08,2027-01-01,2027-03-30,Contractor Manager,COMPLIANT,LOW,Contractor compliance pack,Contractor Safety Management / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-014,M011,PRO-01,Production,Ministry of Coal / Coal Controller,Production Reporting Requirement,Daily/monthly production reporting,"OPERATING,REOPENING",MONTHLY,2025-10-19,2026-10-11,2027-06-18,Production Officer,COMPLIANT,LOW,Production statement,Production Reporting Requirement / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M011-015,M011,CLS-01,Mine Closure,Ministry of Coal,Mining Plan & Mine Closure Plan,Progressive/final mine closure obligations,ALL,QUARTERLY,2026-05-15,2026-11-15,2027-02-22,Mine Planning Officer,COMPLIANT,LOW,Closure progress evidence,Mining Plan & Mine Closure Plan / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-001,M012,SAF-01,Safety,DGMS,"Coal Mines Regulations, 2017",General mine safety inspection & statutory records,ALL,MONTHLY,2025-07-02,2026-10-29,2027-03-20,Safety Officer,COMPLIANT,LOW,Inspection records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-002,M012,SAF-02,Safety,DGMS,"Mines Vocational Training Rules, 1966",Vocational/refresher training validity,ALL,MONTHLY,2025-10-10,2026-12-02,2027-04-11,Training Officer,COMPLIANT,MEDIUM,Training certificates,"Mines Vocational Training Rules, 1966 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-003,M012,SAF-03,Safety,DGMS,"Mines Rescue Rules, 1985",Emergency/rescue preparedness review,"UNDERGROUND,MIXED",QUARTERLY,2025-08-29,,,Safety Officer,NOT_APPLICABLE,LOW,Mock drill/rescue records,"Mines Rescue Rules, 1985 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-004,M012,SAF-04,Safety,DGMS,"Coal Mines Regulations, 2017",Ventilation and mine-air monitoring review,"UNDERGROUND,MIXED",WEEKLY,2026-07-25,,,Ventilation Officer,NOT_APPLICABLE,LOW,Gas/ventilation records,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-005,M012,SAF-05,Safety,DGMS,"Coal Mines Regulations, 2017",Strata/roof support inspection,"UNDERGROUND,MIXED",WEEKLY,2025-11-02,,,Safety Officer,NOT_APPLICABLE,LOW,Strata evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-006,M012,SAF-06,Safety,DGMS,"Coal Mines Regulations, 2017",Slope/dump/highwall safety inspection,"OPENCAST,MIXED",WEEKLY,2026-06-11,2026-11-27,2027-06-22,Safety Officer,COMPLIANT,MEDIUM,Geotechnical evidence,"Coal Mines Regulations, 2017 / demo applicability mapping",DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-007,M012,ENV-01,Environment,MoEFCC/PARIVESH,Environmental Clearance Conditions,Environmental clearance condition compliance,ALL,HALF_YEARLY,2025-10-03,2027-02-02,2027-08-29,Environment Officer,COMPLIANT,LOW,EC compliance report,Environmental Clearance Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-008,M012,ENV-02,Environment,State Pollution Control Board,Consent to Operate Conditions,Consent to Operate validity/conditions,ALL,ANNUAL,2026-03-07,2027-01-29,2027-02-21,Environment Officer,COMPLIANT,MEDIUM,CTO certificate,Consent to Operate Conditions / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-009,M012,ENV-03,Environment,State Pollution Control Board,Environmental Monitoring Programme,Ambient air quality monitoring,ALL,FORTNIGHTLY,2025-11-09,2026-11-05,2026-12-19,Environment Officer,COMPLIANT,LOW,Air monitoring report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-010,M012,ENV-04,Environment,State Pollution Control Board,Environmental Monitoring Programme,Mine-water quality monitoring,ALL,FORTNIGHTLY,2025-10-21,2027-02-15,2027-02-14,Environment Officer,COMPLIANT,MEDIUM,Water analysis report,Environmental Monitoring Programme / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-011,M012,LAB-01,Labour,DGMS / Labour Compliance,Mine Worker Fitness & Welfare Requirements,Worker fitness validity review,ALL,MONTHLY,2026-07-26,2026-12-23,2027-08-06,HR Officer,COMPLIANT,MEDIUM,Fitness validity record,Mine Worker Fitness & Welfare Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-012,M012,LAB-02,Labour,DGMS / Labour Compliance,Training & Competency Requirements,Worker competency/certificate validity,ALL,MONTHLY,2026-06-17,2026-11-12,2027-03-09,HR Officer,COMPLIANT,LOW,Competency certificate,Training & Competency Requirements / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-013,M012,CON-01,Contractor,Mine Management,Contractor Safety Management,Contractor training/PPE/licence compliance,ALL,MONTHLY,2026-06-05,2027-01-03,2026-12-12,Contractor Manager,COMPLIANT,MEDIUM,Contractor compliance pack,Contractor Safety Management / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-014,M012,PRO-01,Production,Ministry of Coal / Coal Controller,Production Reporting Requirement,Daily/monthly production reporting,"OPERATING,REOPENING",MONTHLY,2026-06-05,,,Production Officer,NOT_APPLICABLE,LOW,Production statement,Production Reporting Requirement / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
CMP-M012-015,M012,CLS-01,Mine Closure,Ministry of Coal,Mining Plan & Mine Closure Plan,Progressive/final mine closure obligations,ALL,QUARTERLY,2025-11-29,2026-12-10,2027-03-06,Mine Planning Officer,COMPLIANT,MEDIUM,Closure progress evidence,Mining Plan & Mine Closure Plan / demo applicability mapping,DEMO_SYNTHETIC,Dates/statuses are synthetic; not official statutory determinations
